Time	Sum	Command
65	65	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] repeat" -s n -l count -a "(seq 1 10)" -d "Repetition count"
69	69	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] repeat" -s m -l max -a "(seq 1 10)" -d "Maximum number of printed char"
56	56	-> complete -f -c string -n "test (count (commandline -opc)) -ge 2; and contains -- (commandline -opc)[2] repeat" -s N -l no-newline -d "Remove newline"
83	171	> __fish_disable_bracketed_paste 'cat profile.txt | grep command -e git -e ls-files -e -others -e -exclude-standard -e wc -e  string -e trim'
88	88	-> printf "\e[?2004l"
69	69	> echo $_ " "
118	216	> __fish_pwd
98	98	-> pwd
2527	7769	> cat profile.txt | grep command -e git -e ls-files -e -others -e -exclude-standard -e wc -e  string -e trim
5242	5242	-> command grep --color=auto $argv
55	101	> __fish_enable_bracketed_paste
46	46	-> printf "\e[?2004h"
50	501	> fish_mode_prompt
252	451	-> fish_default_mode_prompt
16	199	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
149	149	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
34	34	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
774	27337	> fish_prompt
71	71	-> set -l last_status $status
13	30	-> if not set -q __fish_git_prompt_show_informative_status...
17	17	--> not set -q __fish_git_prompt_show_informative_status
11	26	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
15	15	--> not set -q __fish_git_prompt_hide_untrackedfiles
10	26	-> if not set -q __fish_git_prompt_color_branch...
16	16	--> not set -q __fish_git_prompt_color_branch
11	25	-> if not set -q __fish_git_prompt_showupstream...
14	14	--> not set -q __fish_git_prompt_showupstream
11	25	-> if not set -q __fish_git_prompt_char_upstream_ahead...
14	14	--> not set -q __fish_git_prompt_char_upstream_ahead
10	24	-> if not set -q __fish_git_prompt_char_upstream_behind...
14	14	--> not set -q __fish_git_prompt_char_upstream_behind
9	24	-> if not set -q __fish_git_prompt_char_upstream_prefix...
15	15	--> not set -q __fish_git_prompt_char_upstream_prefix
9	24	-> if not set -q __fish_git_prompt_char_stagedstate...
15	15	--> not set -q __fish_git_prompt_char_stagedstate
8	26	-> if not set -q __fish_git_prompt_char_dirtystate...
18	18	--> not set -q __fish_git_prompt_char_dirtystate
11	26	-> if not set -q __fish_git_prompt_char_untrackedfiles...
15	15	--> not set -q __fish_git_prompt_char_untrackedfiles
10	25	-> if not set -q __fish_git_prompt_char_conflictedstate...
15	15	--> not set -q __fish_git_prompt_char_conflictedstate
10	24	-> if not set -q __fish_git_prompt_char_cleanstate...
14	14	--> not set -q __fish_git_prompt_char_cleanstate
10	25	-> if not set -q __fish_git_prompt_color_dirtystate...
15	15	--> not set -q __fish_git_prompt_color_dirtystate
10	24	-> if not set -q __fish_git_prompt_color_stagedstate...
14	14	--> not set -q __fish_git_prompt_color_stagedstate
9	24	-> if not set -q __fish_git_prompt_color_invalidstate...
15	15	--> not set -q __fish_git_prompt_color_invalidstate
11	28	-> if not set -q __fish_git_prompt_color_untrackedfiles...
17	17	--> not set -q __fish_git_prompt_color_untrackedfiles
10	24	-> if not set -q __fish_git_prompt_color_cleanstate...
14	14	--> not set -q __fish_git_prompt_color_cleanstate
10	24	-> if not set -q __fish_prompt_normal...
14	14	--> not set -q __fish_prompt_normal
23	23	-> set -l color_cwd
23	23	-> set -l prefix
22	22	-> set -l suffix
30	90	-> switch "$USER"...
32	32	--> set color_cwd $fish_color_cwd
28	28	--> set suffix '$'
68	68	-> set_color $color_cwd
74	919	-> echo -n (prompt_pwd)
248	845	--> prompt_pwd
36	36	---> set -l options 'h/help'
77	77	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
12	29	---> if set -q _flag_help...
17	17	----> set -q _flag_help
16	16	---> set -q fish_prompt_pwd_dir_length
25	25	---> or set -l fish_prompt_pwd_dir_length 1
80	80	---> set realhome ~
87	213	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
126	126	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
17	121	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
53	53	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
51	51	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
25	25	-> set_color normal
68	24693	-> printf '%s ' (__fish_vcs_prompt)
107	24625	--> __fish_vcs_prompt
845	5551	---> __fish_git_prompt
13	99	----> if not command -sq git...
86	86	-----> not command -sq git
120	4571	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
4451	4451	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
29	29	----> test -n "$repo_info"
7	7	----> or return
368	431	---> __fish_hg_prompt
8	63	----> if not command -sq hg...
47	47	-----> not command -sq hg
8	8	-----> return 1
180	18536	---> __fish_svn_prompt
6	53	----> if not command -sq svn...
47	47	-----> not command -sq svn
103	18250	----> set -l checkout_info (command svn info ^/dev/null)
18147	18147	-----> command svn info ^/dev/null
17	53	----> if [ $status -ne 0 ]...
28	28	-----> [ $status -ne 0 ]
8	8	-----> return
15	134	-> if not test $last_status -eq 0...
21	21	--> not test $last_status -eq 0
98	98	--> set_color $fish_color_error
22	22	-> echo -n "$suffix "
19	19	-> set_color normal
19	19	> echo $_ " "
40	88	> __fish_pwd
48	48	-> pwd
396	1049	> up-or-search
22	137	-> if commandline --search-mode...
115	115	--> commandline --search-mode
19	67	-> if commandline --paging-mode...
48	48	--> commandline --paging-mode
245	332	-> set lineno (commandline -L)
87	87	--> commandline -L
50	117	-> switch $lineno...
67	67	--> commandline -f history-search-backward
77	108	> __fish_disable_bracketed_paste 'cat profile.txt | grep command -e git -e ls-files -e -others -e -exclude-standard -e wc -e  string -e trim'
31	31	-> printf "\e[?2004l"
32	32	> echo $_ " "
57	141	> __fish_pwd
84	84	-> pwd
2088	5907	> cat profile.txt | grep command -e git -e ls-files -e -others -e -exclude-standard -e wc -e  string -e trim
3819	3819	-> command grep --color=auto $argv
47	91	> __fish_enable_bracketed_paste
44	44	-> printf "\e[?2004h"
45	376	> fish_mode_prompt
166	331	-> fish_default_mode_prompt
14	165	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
122	122	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
29	29	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
613	32324	> fish_prompt
38	38	-> set -l last_status $status
10	26	-> if not set -q __fish_git_prompt_show_informative_status...
16	16	--> not set -q __fish_git_prompt_show_informative_status
9	23	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
14	14	--> not set -q __fish_git_prompt_hide_untrackedfiles
8	21	-> if not set -q __fish_git_prompt_color_branch...
13	13	--> not set -q __fish_git_prompt_color_branch
9	26	-> if not set -q __fish_git_prompt_showupstream...
17	17	--> not set -q __fish_git_prompt_showupstream
7	20	-> if not set -q __fish_git_prompt_char_upstream_ahead...
13	13	--> not set -q __fish_git_prompt_char_upstream_ahead
9	21	-> if not set -q __fish_git_prompt_char_upstream_behind...
12	12	--> not set -q __fish_git_prompt_char_upstream_behind
7	23	-> if not set -q __fish_git_prompt_char_upstream_prefix...
16	16	--> not set -q __fish_git_prompt_char_upstream_prefix
7	32	-> if not set -q __fish_git_prompt_char_stagedstate...
25	25	--> not set -q __fish_git_prompt_char_stagedstate
6	15	-> if not set -q __fish_git_prompt_char_dirtystate...
9	9	--> not set -q __fish_git_prompt_char_dirtystate
6	16	-> if not set -q __fish_git_prompt_char_untrackedfiles...
10	10	--> not set -q __fish_git_prompt_char_untrackedfiles
7	19	-> if not set -q __fish_git_prompt_char_conflictedstate...
12	12	--> not set -q __fish_git_prompt_char_conflictedstate
6	16	-> if not set -q __fish_git_prompt_char_cleanstate...
10	10	--> not set -q __fish_git_prompt_char_cleanstate
8	17	-> if not set -q __fish_git_prompt_color_dirtystate...
9	9	--> not set -q __fish_git_prompt_color_dirtystate
7	16	-> if not set -q __fish_git_prompt_color_stagedstate...
9	9	--> not set -q __fish_git_prompt_color_stagedstate
6	16	-> if not set -q __fish_git_prompt_color_invalidstate...
10	10	--> not set -q __fish_git_prompt_color_invalidstate
6	15	-> if not set -q __fish_git_prompt_color_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_color_untrackedfiles
6	16	-> if not set -q __fish_git_prompt_color_cleanstate...
10	10	--> not set -q __fish_git_prompt_color_cleanstate
6	16	-> if not set -q __fish_prompt_normal...
10	10	--> not set -q __fish_prompt_normal
16	16	-> set -l color_cwd
16	16	-> set -l prefix
14	14	-> set -l suffix
21	60	-> switch "$USER"...
22	22	--> set color_cwd $fish_color_cwd
17	17	--> set suffix '$'
28	28	-> set_color $color_cwd
54	531	-> echo -n (prompt_pwd)
132	477	--> prompt_pwd
25	25	---> set -l options 'h/help'
31	31	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
8	19	---> if set -q _flag_help...
11	11	----> set -q _flag_help
11	11	---> set -q fish_prompt_pwd_dir_length
17	17	---> or set -l fish_prompt_pwd_dir_length 1
60	60	---> set realhome ~
61	115	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
54	54	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
10	67	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
21	21	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
36	36	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
18	18	-> set_color normal
61	30387	-> printf '%s ' (__fish_vcs_prompt)
48	30326	--> __fish_vcs_prompt
535	3987	---> __fish_git_prompt
9	78	----> if not command -sq git...
69	69	-----> not command -sq git
114	3335	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
3221	3221	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
30	30	----> test -n "$repo_info"
9	9	----> or return
522	695	---> __fish_hg_prompt
21	173	----> if not command -sq hg...
136	136	-----> not command -sq hg
16	16	-----> return 1
242	25596	---> __fish_svn_prompt
21	182	----> if not command -sq svn...
161	161	-----> not command -sq svn
158	25115	----> set -l checkout_info (command svn info ^/dev/null)
24957	24957	-----> command svn info ^/dev/null
17	57	----> if [ $status -ne 0 ]...
31	31	-----> [ $status -ne 0 ]
9	9	-----> return
14	216	-> if not test $last_status -eq 0...
24	24	--> not test $last_status -eq 0
178	178	--> set_color $fish_color_error
19	19	-> echo -n "$suffix "
14	14	-> set_color normal
15	15	> echo $_ " "
30	75	> __fish_pwd
45	45	-> pwd
220	602	> up-or-search
19	86	-> if commandline --search-mode...
67	67	--> commandline --search-mode
17	56	-> if commandline --paging-mode...
39	39	--> commandline --paging-mode
123	169	-> set lineno (commandline -L)
46	46	--> commandline -L
27	71	-> switch $lineno...
44	44	--> commandline -f history-search-backward
184	353	> up-or-search
30	169	-> if commandline --search-mode...
67	67	--> commandline --search-mode
43	43	--> commandline -f history-search-backward
29	29	--> return
296	453	> down-or-search
30	157	-> if commandline --search-mode...
56	56	--> commandline --search-mode
42	42	--> commandline -f history-search-forward
29	29	--> return
185	354	> up-or-search
30	169	-> if commandline --search-mode...
67	67	--> commandline --search-mode
43	43	--> commandline -f history-search-backward
29	29	--> return
76	118	> __fish_disable_bracketed_paste 'cat profile.txt | grep -exclude-standard -e -other'
42	42	-> printf "\e[?2004l"
39	39	> echo $_ " "
55	134	> __fish_pwd
79	79	-> pwd
1755	75753	> cat profile.txt | grep -exclude-standard -e -other
73998	73998	-> command grep --color=auto $argv
273	355	> __fish_enable_bracketed_paste
82	82	-> printf "\e[?2004h"
67	638	> fish_mode_prompt
227	571	-> fish_default_mode_prompt
24	344	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
273	273	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
47	47	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
789	31211	> fish_prompt
83	83	-> set -l last_status $status
19	47	-> if not set -q __fish_git_prompt_show_informative_status...
28	28	--> not set -q __fish_git_prompt_show_informative_status
15	41	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
26	26	--> not set -q __fish_git_prompt_hide_untrackedfiles
40	62	-> if not set -q __fish_git_prompt_color_branch...
22	22	--> not set -q __fish_git_prompt_color_branch
14	41	-> if not set -q __fish_git_prompt_showupstream...
27	27	--> not set -q __fish_git_prompt_showupstream
15	38	-> if not set -q __fish_git_prompt_char_upstream_ahead...
23	23	--> not set -q __fish_git_prompt_char_upstream_ahead
14	35	-> if not set -q __fish_git_prompt_char_upstream_behind...
21	21	--> not set -q __fish_git_prompt_char_upstream_behind
15	46	-> if not set -q __fish_git_prompt_char_upstream_prefix...
31	31	--> not set -q __fish_git_prompt_char_upstream_prefix
14	39	-> if not set -q __fish_git_prompt_char_stagedstate...
25	25	--> not set -q __fish_git_prompt_char_stagedstate
14	34	-> if not set -q __fish_git_prompt_char_dirtystate...
20	20	--> not set -q __fish_git_prompt_char_dirtystate
13	35	-> if not set -q __fish_git_prompt_char_untrackedfiles...
22	22	--> not set -q __fish_git_prompt_char_untrackedfiles
13	34	-> if not set -q __fish_git_prompt_char_conflictedstate...
21	21	--> not set -q __fish_git_prompt_char_conflictedstate
12	33	-> if not set -q __fish_git_prompt_char_cleanstate...
21	21	--> not set -q __fish_git_prompt_char_cleanstate
13	35	-> if not set -q __fish_git_prompt_color_dirtystate...
22	22	--> not set -q __fish_git_prompt_color_dirtystate
11	42	-> if not set -q __fish_git_prompt_color_stagedstate...
31	31	--> not set -q __fish_git_prompt_color_stagedstate
12	33	-> if not set -q __fish_git_prompt_color_invalidstate...
21	21	--> not set -q __fish_git_prompt_color_invalidstate
13	34	-> if not set -q __fish_git_prompt_color_untrackedfiles...
21	21	--> not set -q __fish_git_prompt_color_untrackedfiles
13	34	-> if not set -q __fish_git_prompt_color_cleanstate...
21	21	--> not set -q __fish_git_prompt_color_cleanstate
11	34	-> if not set -q __fish_prompt_normal...
23	23	--> not set -q __fish_prompt_normal
35	35	-> set -l color_cwd
30	30	-> set -l prefix
27	27	-> set -l suffix
41	134	-> switch "$USER"...
45	45	--> set color_cwd $fish_color_cwd
48	48	--> set suffix '$'
67	67	-> set_color $color_cwd
65	667	-> echo -n (prompt_pwd)
193	602	--> prompt_pwd
33	33	---> set -l options 'h/help'
40	40	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
10	25	---> if set -q _flag_help...
15	15	----> set -q _flag_help
14	14	---> set -q fish_prompt_pwd_dir_length
22	22	---> or set -l fish_prompt_pwd_dir_length 1
56	56	---> set realhome ~
75	136	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
61	61	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
14	83	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
24	24	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
45	45	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
22	22	-> set_color normal
56	28598	-> printf '%s ' (__fish_vcs_prompt)
48	28542	--> __fish_vcs_prompt
734	4642	---> __fish_git_prompt
11	102	----> if not command -sq git...
91	91	-----> not command -sq git
131	3772	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
3641	3641	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
27	27	----> test -n "$repo_info"
7	7	----> or return
375	456	---> __fish_hg_prompt
10	81	----> if not command -sq hg...
63	63	-----> not command -sq hg
8	8	-----> return 1
150	23396	---> __fish_svn_prompt
8	69	----> if not command -sq svn...
61	61	-----> not command -sq svn
101	23133	----> set -l checkout_info (command svn info ^/dev/null)
23032	23032	-----> command svn info ^/dev/null
13	44	----> if [ $status -ne 0 ]...
25	25	-----> [ $status -ne 0 ]
6	6	-----> return
8	24	-> if not test $last_status -eq 0...
16	16	--> not test $last_status -eq 0
16	16	-> echo -n "$suffix "
22	22	-> set_color normal
14	14	> echo $_ " "
28	81	> __fish_pwd
53	53	-> pwd
70	149	> __fish_disable_bracketed_paste config.ifsh
79	79	-> printf "\e[?2004l"
66	66	> echo $_ " "
-5499	197	> __fish_pwd
88	88	-> pwd
59	5608	-> __fish_command_not_found_handler config.ifsh
164	5549	--> __fish_default_command_not_found_handler $argv[1]
5385	5385	---> echo "fish: Unknown command '$argv'" >&2
50	90	> __fish_enable_bracketed_paste
40	40	-> printf "\e[?2004h"
41	361	> fish_mode_prompt
208	320	-> fish_default_mode_prompt
13	112	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
70	70	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
